SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500650,EXCEL INDUST,B ,Q,880.00,885.45,846.00,864.65,864.65,869.55,238,2602,2237329.00,
500655,GARWARE POLY,X ,Q,175.00,175.95,170.00,174.65,175.95,172.10,19,3212,557327.00,
500660,GLAXOSMITH  ,A ,Q,2280.05,2291.00,2260.00,2279.15,2279.15,2286.00,445,1623,3687380.00,
500670,GUJ.NARMADA ,A ,Q,422.70,426.25,405.85,410.50,410.50,417.65,3502,219709,90856031.00,
500672,NOVARTIS    ,B ,Q,624.05,630.05,617.00,620.50,620.50,623.00,224,5641,3502259.00,
500674,SANOFI      ,A ,Q,5044.50,5100.00,5002.00,5069.65,5100.00,5033.75,61,148,748741.00,
500676,GLAXOSMITHKL,A ,Q,6633.30,6637.85,6565.10,6571.60,6566.80,6588.95,36,71,468825.00,
500680,PFIZER LTD. ,A ,Q,2180.00,2198.80,2150.20,2183.05,2197.50,2183.65,341,2538,5531069.00,
500690,GUJ.ST.FERT ,A ,Q,121.60,123.00,118.70,121.90,121.90,120.35,1167,226276,27354321.00,
500696,HIND UNI LT ,A ,Q,1289.00,1303.50,1284.10,1293.40,1293.40,1292.45,1040,148970,192032299.00,
500710,AKZOINDIA   ,B ,Q,1775.25,1775.95,1756.10,1770.10,1763.00,1752.45,34,111,196199.00,
500730,NOCIL LTD   ,B ,Q,197.15,199.35,191.30,196.45,195.45,196.50,2929,282672,55151174.00,
500770,TATA CHEM.  ,A ,Q,684.15,694.90,667.45,692.55,692.55,677.05,1103,30406,20859593.00,
500777,T.P.L.      ,B ,Q,54.55,54.55,50.65,53.45,53.45,53.90,287,36560,1925371.00,
500780,ZUARIGLOB   ,B ,Q,186.90,189.55,179.35,186.60,186.60,183.20,314,13376,2461149.00,
500790,NESTLE (I)  ,A ,Q,7759.00,7780.00,7706.00,7711.80,7730.00,7705.60,337,1116,8636393.00,
500800,TATAGLOBAL  ,A ,Q,270.00,273.45,264.80,272.65,272.40,268.15,2085,288372,77682265.00,
500820,ASIAN PAINTS,A ,Q,1113.35,1129.50,1108.35,1125.60,1129.50,1107.95,1427,152864,170799304.00,
500825,BRITANIA IND,A ,Q,4888.00,4918.45,4830.00,4848.55,4859.60,4863.40,861,76338,371014355.00,
500830,COLGATE PALM,A ,Q,1047.25,1049.90,1031.45,1035.10,1035.10,1044.90,549,12217,12670276.00,
500840,EIH LTD.    ,B ,Q,165.25,176.65,164.00,171.95,171.95,166.05,250,12047,2032469.00,
500850,INDIAN HOTEL,A ,Q,132.50,133.25,128.30,129.25,129.25,132.35,897,85717,11136755.00,
500870,CASTROL     ,A ,Q,200.20,203.50,197.90,202.60,202.60,199.20,5958,137337,27633803.00,
500875,ITC LTD.    ,A ,Q,260.00,262.00,258.00,258.50,258.50,259.20,2904,722838,188513492.00,
500877,APOLLO TYRES,A ,Q,256.00,260.90,252.50,259.30,259.30,255.05,769,93816,24193260.00,
500878,CEAT LIMITED,A ,Q,1544.00,1559.00,1510.50,1544.60,1547.00,1528.55,962,21354,32823568.00,
500890,MODI RUBBER ,T ,Q,90.05,90.05,90.05,90.05,90.05,93.00,1,50,4502.00,
500940,FINOLEX IND.,A ,Q,640.00,645.05,631.30,633.30,631.70,641.15,189,8313,5301983.00,
500945,VALUE IND L ,Z ,Q,5.25,5.25,5.25,5.25,5.25,5.52,10,5158,27079.00,
501148,DALAL ST INV,XT,Q,134.30,136.90,134.30,134.30,134.30,134.25,12,259,34896.00,
501150,CENTRUM CAP ,B ,Q,59.10,61.40,57.15,61.05,61.00,59.40,1008,448785,26693664.00,
501179,OSCAR INV.  ,X ,Q,102.00,103.00,97.00,99.90,97.00,105.15,31,1091,110041.00,
501242,TCI FINANCE ,B ,Q,26.20,27.85,26.20,27.05,27.05,26.90,118,8867,237411.00,
501295,INDUS.INV.TR,B ,Q,107.75,107.75,107.75,107.75,107.75,113.40,1,1,107.00,
501298,INDUS.&PRUD.,X ,Q,1206.00,1229.95,1190.00,1229.95,1229.95,1208.50,9,107,128084.00,
501301,TATA INVEST.,B ,Q,770.05,776.00,759.00,766.25,766.25,764.10,170,2670,2040854.00,
501343,MOTOR&GEN.FI,B ,Q,39.90,41.95,39.30,40.10,41.95,38.45,15,2414,96626.00,
501370,WALCHAND PF ,X ,Q,120.15,120.40,117.00,118.85,118.85,122.00,36,2671,315512.00,
501391,W.H.BRADY   ,X ,Q,175.00,175.00,174.00,174.00,174.00,176.50,3,126,22024.00,
501421,SOLIX TECHNO,XT,Q,109.95,109.95,109.95,109.95,109.95,112.15,5,3500,384825.00,
501423,SHA ENG PLA ,X ,Q,1170.00,1235.00,1150.85,1201.05,1200.00,1162.50,100,3981,4787721.00,
501425,BOM.BURMAH  ,A ,Q,1399.70,1400.95,1340.80,1353.15,1353.15,1378.85,1013,17533,23960637.00,
501455,GREAVES COTT,A ,Q,120.00,121.80,117.50,119.35,119.35,119.25,541,133726,15959736.00,
501477,MULLER & PHI,XT,Q,106.00,110.25,106.00,110.25,110.25,105.00,8,240,26375.00,
501700,INDIA NIVEH ,X ,Q,35.55,36.05,35.55,36.05,36.05,35.50,24,6400,229230.00,
501848,GLOBAL OFFS ,B ,Q,27.55,27.55,26.95,26.95,26.95,28.35,77,7257,197522.00,
502015,ASSOC.STONE ,X ,Q,33.05,33.50,32.00,32.70,32.80,33.10,135,34824,1134745.00,
502090,SAGAR CEM.  ,B ,Q,943.30,943.35,914.30,921.25,921.25,937.05,50,450,415984.00,
502137,DECAN CEMENT,B ,Q,548.00,548.00,530.00,540.35,545.00,547.35,32,20399,10934903.00,
502157,MANGALAM CEM,B ,Q,304.40,330.75,303.10,328.80,328.40,301.45,224,11913,3773801.00,
502165,OCL INDIA L ,B ,Q,1248.00,1259.95,1248.00,1258.35,1259.00,1244.40,41,321,402449.00,
502168,N C L IND.  ,B ,Q,209.70,214.70,204.60,207.10,207.65,204.90,189,48896,10176105.00,
502175,SAURAS.CEM. ,X ,Q,71.35,73.70,68.70,72.95,72.95,72.80,209,46421,3315426.00,
502180,SRI DIGV CEM,X ,Q,24.30,24.75,23.50,24.45,24.75,24.30,141,66225,1592348.00,
502219,BOROSIL GLAS,B ,Q,898.00,908.00,885.00,891.20,891.20,897.45,479,6514,5806428.00,
502281,TRIVENI GLAS,XT,Q,14.50,15.00,14.20,14.35,14.90,14.90,20,4229,61301.00,
502330,IPAPPM      ,B ,Q,294.25,294.40,287.00,289.45,289.45,293.95,489,10030,2906605.00,
502355,BALKRISH IND,A ,Q,1021.45,1029.95,1009.50,1022.60,1022.60,1011.95,541,280343,284786104.00,
502407,NATH PULP   ,X ,Q,41.00,42.95,41.00,41.05,41.05,42.00,6,109,4573.00,
502420,ORIENT PAPER,B ,Q,39.55,39.55,37.75,38.60,38.60,39.05,388,28417,1095082.00,
502445,CITADEL     ,X ,Q,78.05,78.05,78.05,78.05,78.05,73.55,1,1,78.00,
502448,ROLLATAINER ,B ,Q,4.60,4.90,4.45,4.85,4.85,4.68,40,27512,126742.00,
502450,SESHA.PAPER ,B ,Q,827.25,830.50,800.45,825.25,826.00,820.15,44,1074,876671.00,
502587,RAMA PULP   ,X ,Q,53.80,53.80,51.50,51.80,52.50,51.40,123,38423,1996244.00,
502742,SINTEX IND. ,A ,Q,18.75,19.15,17.65,18.40,18.40,18.75,1548,761134,13827326.00,
502761,BLUE BLEND  ,B ,Q,23.80,23.80,22.15,22.25,22.15,23.30,38,30300,677850.00,
502820,DCM LTD.    ,B ,Q,97.60,98.90,96.50,97.85,97.85,96.95,100,6147,597392.00,
502865,FORBES & CO ,B ,Q,3160.00,3215.00,3015.00,3121.50,3121.50,3190.00,552,6611,20649091.00,
502873,H.P.COTTON  ,X ,Q,33.00,36.60,32.00,36.00,36.00,36.45,22,2205,71159.00,
502901,JAMSHRI RANJ,XT,Q,13.00,13.00,13.00,13.00,13.00,12.50,1,500,6500.00,
502937,KESORAM IND ,B ,Q,118.10,118.50,112.20,116.75,117.85,116.60,1003,133602,15360355.00,
502958,LAKSHMI MILL,X ,Q,3386.00,3456.00,3386.00,3400.25,3400.25,3456.00,15,40,136846.00,
502986,VARDH TEXT  ,B ,Q,1313.10,1350.00,1309.00,1325.60,1320.50,1309.20,90,345,456297.00,
503015,MODERN INDIA,X ,Q,43.00,43.00,43.00,43.00,43.00,43.00,1,200,8600.00,
503031,PENLAND LTD ,B ,Q,23.10,24.25,22.50,24.05,24.00,23.20,793,157650,3719211.00,
503100,PHOENIX MILL,B ,Q,671.35,716.30,660.00,702.00,702.00,672.35,1463,18584,12852339.00,
503101,MARATHON NEX,B ,Q,459.05,468.00,450.00,465.75,465.00,453.80,27,1400,647045.00,
503127,RAJA BAHADUR,ST,Q,1280.00,1281.00,1280.00,1281.00,1281.00,1220.00,2,24,30724.00,
503162,REL.CHEMOTX ,X ,Q,84.90,89.95,84.90,88.70,88.70,86.45,88,4907,426895.00,
503169,RUBY MILLS  ,B ,Q,307.20,309.50,298.50,304.80,307.75,308.15,153,3250,988251.00,
503229,SIMPLEX REAL,X ,Q,96.00,96.00,96.00,96.00,96.00,96.80,3,91,8736.00,
503310,SWAN ENG    ,A ,Q,193.40,197.10,192.00,193.75,193.75,194.70,1036,189095,36912099.00,
503349,VICTORIA MIL,X ,Q,3460.00,3500.00,3350.00,3386.85,3495.00,3479.15,15,78,266107.00,
503657,VEER ENERGY ,X ,Q,27.35,28.40,22.15,24.70,24.70,27.35,645,200047,4999581.00,
503722,BANSW.SYNTEX,B ,Q,110.95,110.95,106.00,108.15,108.15,111.25,28,4847,533118.00,
503776,MODIPON     ,XT,Q,29.70,29.70,28.50,28.50,28.50,28.30,3,300,8670.00,
503804,SHRI DINESH ,X ,Q,183.45,183.45,178.00,179.90,179.00,177.80,8,53,9584.00,
503806,SRF LIMITED ,A ,Q,1812.60,1855.00,1778.40,1847.75,1847.75,1798.85,415,4593,8391833.00,
503811,SIYARAM SILK,B ,Q,623.00,623.00,595.00,605.05,605.05,616.85,43,546,329422.00,
503831,FOMENTO HOTE,X ,Q,126.05,135.70,126.05,130.00,127.05,131.05,4,202,25876.00,
503837,SHREE RAJSYN,X ,Q,15.75,15.75,15.75,15.75,15.75,16.40,1,40,630.00,
503960,BHARAT BIJLE,B ,Q,1619.40,1622.00,1527.10,1559.50,1559.50,1589.50,481,5732,8960435.00,
504000,ELPRO INTER ,X ,Q,47.70,47.70,46.00,46.15,46.00,45.70,30,4726,219271.00,
504008,EMCO LTD.   ,B ,Q,16.30,16.45,15.65,16.30,16.45,16.05,99,44485,720101.00,
504028,GEE LTD     ,X ,Q,46.00,46.80,45.00,45.00,45.00,45.70,23,3456,156152.00,
504036,HIND.RECT   ,B ,Q,133.00,134.00,128.00,128.50,128.50,134.20,69,6751,882496.00,
504058,NIPPOBATRY  ,B ,Q,857.90,857.90,816.20,820.90,821.25,837.95,61,1017,840673.00,
504067,ZENSAR TECH.,B ,Q,894.55,908.00,885.10,900.20,900.00,894.55,128,5522,4966099.00,
504076,JYOTI LTD.  ,X ,Q,46.00,49.05,44.60,49.05,49.05,46.75,24,12283,587335.00,
504092,INDOKEM LTD.,X ,Q,24.75,24.75,22.50,23.25,23.50,22.90,21,2911,66646.00,
504093,PANA ENERG  ,X ,Q,378.80,382.00,360.90,367.85,370.75,369.65,130,4478,1654435.00,
504112,NELCO LTD.  ,B ,Q,159.80,161.00,148.50,156.90,156.90,156.15,2299,155871,24038521.00,
504132,PERM MAGNETS,X ,Q,93.00,94.35,87.00,91.80,94.35,90.00,38,3419,311165.00,
504176,HIGH ENERGY ,X ,Q,441.10,461.00,412.50,436.00,436.00,448.25,27,180,78301.00,
504180,STD.BATTERY ,X ,Q,9.22,9.22,9.22,9.22,9.22,9.70,5,156,1438.00,
504212,UNIV.CABLE  ,B ,Q,133.30,133.50,122.85,125.80,126.35,130.60,176,8225,1033047.00,
504220,W.S.INDUSTR.,B ,Q,6.00,6.00,6.00,6.00,6.00,6.06,2,1300,7800.00,
504240,DELTON CABLE,X ,Q,23.30,25.60,23.30,25.60,25.60,24.45,3,390,9846.00,
504258,LAKSHMI ELEC,X ,Q,634.00,645.00,634.00,637.60,638.10,634.10,68,1283,819532.00,
504273,TUMUS ELECTR,P ,Q,75.90,75.90,75.90,75.90,75.90,75.90,1,3000,227700.00,
504286,DELTA MAG   ,T ,Q,58.00,58.00,58.00,58.00,58.00,61.05,3,345,20010.00,
504340,CONFINT     ,X ,Q,4.29,4.29,4.29,4.29,4.29,4.37,1,8,34.00,
504378,NYSSACORP   ,X ,Q,1.42,1.49,1.42,1.49,1.49,1.42,21,125511,178261.00,
504380,VINADITYA TR,XT,Q,0.30,0.30,0.30,0.30,0.30,0.29,4,10300,3090.00,
504605,UNI ABEX    ,ST,Q,604.95,605.00,580.00,580.00,580.00,579.85,13,703,424849.00,
504614,SARDA ENMIN ,B ,Q,445.00,446.00,422.00,436.05,436.05,439.45,581,21671,9479186.00,
504646,BHAGWATI AUT,X ,Q,119.85,119.85,107.25,112.20,112.20,115.35,121,10853,1193205.00,
504673,UNIV.PRIME  ,XT,Q,2.26,2.26,2.26,2.26,2.26,2.37,2,500,1130.00,
504701,GONTER PEIP ,SS,Q,6.78,6.78,6.78,6.78,6.78,6.76,1,99,671.00,
504713,HIND.WIR LTD,X ,Q,46.40,46.40,45.00,46.40,46.40,44.20,5,10250,475516.00,
504741,IND.HUME PIP,B ,Q,372.05,372.60,362.30,365.15,369.90,370.40,111,4759,1756574.00,
504786,INVEST &PREC,X ,Q,432.85,434.70,414.40,420.00,419.95,432.85,65,4836,2039995.00,
504840,KAIRA CAN CO,XT,Q,1162.95,1162.95,1140.60,1142.00,1142.00,1200.60,19,268,306566.00,
504879,ORIENT ABRAS,B ,Q,38.45,39.05,37.30,37.95,37.95,39.25,78,10574,403675.00,
504903,RATHI ST    ,XT,Q,2.66,2.66,2.65,2.65,2.65,2.76,5,498,1322.00,
504918,SANDUR MANG.,X ,Q,1190.60,1203.95,1112.00,1143.75,1143.75,1187.00,457,8088,9270186.00,
504959,STOVAC IND. ,X ,Q,3000.00,3050.00,2998.00,3036.35,3000.00,3000.00,67,1154,3477078.00,
504961,TATA YODOGAW,XT,Q,63.20,63.20,60.05,60.05,62.80,63.20,60,8517,519602.00,
504966,TINPLATE    ,B ,Q,209.00,211.15,195.35,201.90,201.90,206.60,2923,251612,50844536.00,
504973,TIFHL       ,A ,Q,685.00,685.00,665.05,682.85,684.45,672.25,145,2896,1963552.00,
504988,WELCAST     ,X ,Q,845.00,869.90,816.85,859.95,859.95,859.75,24,111,92949.00,
505010,AUTO AXLES  ,B ,Q,1427.80,1459.10,1400.00,1438.90,1438.00,1424.30,178,1531,2178966.00,
505029,ATLAS CYCLES,T ,Q,189.00,189.00,177.20,179.65,179.65,180.00,54,3027,544264.00,
505036,AUTO COR.GOA,X ,Q,1125.00,1170.00,1125.00,1160.00,1160.00,1149.45,112,2932,3368179.00,
505075,SETCO AUTO  ,B ,Q,56.55,56.60,53.85,55.75,55.75,55.15,846,359233,19953452.00,
505141,SCOOTERS IND,XT,Q,63.00,63.00,63.00,63.00,63.00,60.00,20,3449,217287.00,
505160,TALBROS AUTO,B ,Q,272.35,274.00,260.00,270.90,274.00,267.70,120,3863,1027795.00,
505163,ZF STEERING ,B ,Q,1083.95,1083.95,1051.25,1074.85,1074.85,1053.95,157,4497,4812467.00,
505192,SMLISUZU    ,B ,Q,779.95,798.00,772.35,794.15,790.00,772.15,181,2860,2249096.00,
505196,TIL LTD.    ,B ,Q,477.00,484.00,455.30,478.30,477.00,472.15,86,1167,551130.00,
505200,EICHER MOTOR,A ,Q,27538.00,27790.00,27450.00,27702.30,27750.00,27450.15,557,6073,167120873.00,
505216,ALFRED HERB ,XT,Q,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,2,20,20000.00,
505230,CIMMCO      ,B ,Q,88.75,92.50,88.35,88.85,89.50,92.90,23,1903,169319.00,
505232,VELJAN      ,X ,Q,990.00,990.00,956.05,970.00,970.00,988.00,19,230,222028.00,
505242,DYNAMAT.TECH,B ,Q,1720.15,1748.00,1645.10,1698.25,1710.00,1715.35,109,440,741076.00,
505250,G.G.DANDEKAR,X ,Q,73.00,74.60,70.55,73.95,73.95,73.70,10,401,28797.00,
505255,GMM PFAUDLER,B ,Q,709.80,709.95,683.50,693.45,690.00,694.90,74,1200,827735.00,
505283,KIRLOSAR PN ,B ,Q,910.00,924.00,896.15,900.10,900.00,915.15,32,635,572953.00,
505299,KULK-POWER  ,X ,Q,60.00,63.85,59.45,60.50,62.50,62.55,37,1809,108655.00,
505302,LAXMI AUTOLM,XT,Q,68.00,68.55,64.60,68.55,68.55,68.00,6,357,23824.00,
505320,LYNX MACH.  ,X ,Q,37.50,39.35,37.50,39.35,39.35,37.50,2,750,28217.00,
505324,MANUGRAPH IN,B ,Q,46.15,47.25,44.85,45.50,45.50,45.80,94,20365,931516.00,
505343,MONOTYPE IND,X ,Q,2.20,2.20,2.20,2.20,2.20,2.20,20,241150,530530.00,
505355,NESCO LTD   ,B ,Q,566.00,570.00,560.35,564.65,562.50,560.05,277,8917,5058170.00,
505358,INTEGRA ENG ,X ,Q,53.00,55.00,52.70,54.10,53.55,53.80,65,13210,708721.00,
505368,REVATHI EQU.,B ,Q,583.70,585.00,570.00,572.40,572.00,590.00,29,207,118677.00,
505400,TEXINFRA    ,B ,Q,58.90,59.60,54.55,58.10,59.60,59.35,305,57215,3211687.00,
505412,WENDT(INDIA),B ,Q,2718.75,2718.75,2551.00,2616.15,2607.00,2618.40,31,2166,5652132.00,
505502,PSITINFRA   ,X ,Q,53.30,54.00,53.00,53.05,53.00,53.50,49,14218,761989.00,
505506,AXONVL      ,X ,Q,2.74,2.74,2.74,2.74,2.74,2.74,1,1,2.00,
505509,RESPON IND  ,B ,Q,44.65,44.65,41.55,42.45,42.60,43.65,105,10845,460919.00,
505515,SHYAMKAM INV,XT,Q,21.80,21.80,21.80,21.80,21.80,22.70,1,16,348.00,
505523,MAHA CORP   ,XT,Q,0.29,0.29,0.29,0.29,0.29,0.29,2,300,87.00,
505526,DOLAT INV.  ,X ,Q,10.64,10.64,10.64,10.64,10.64,10.64,12,9590,102037.00,
505533,WESTLIFE DEV,B ,Q,317.90,317.90,300.00,305.25,305.25,310.95,638,29191,8933232.00,
505537,ZEE ENTER   ,A ,Q,565.50,569.60,561.00,564.20,561.00,563.30,400,14393,8129154.00,
505576,GOLDCORP    ,X ,Q,51.05,55.95,50.00,55.95,55.95,55.40,9,802,40178.00,
505590,SVPGLOB     ,X ,Q,370.00,371.10,357.30,369.40,369.00,368.65,297,25505,9402485.00,
505650,SKYL MILLAR ,XT,Q,3.79,3.79,3.51,3.75,3.79,3.61,5,630,2379.00,
505665,ANTIF BEARNG,X ,Q,432.00,437.95,425.05,437.90,437.90,436.25,18,486,210640.00,
505681,BIMETAL BEAR,X ,Q,574.25,588.00,574.10,577.45,574.10,579.45,16,190,109902.00,
505688,BHARAT GEARS,B ,Q,175.00,175.00,170.30,172.65,172.65,172.45,78,2665,460037.00,
505700,ELECON ENG  ,B ,Q,82.00,82.00,78.50,79.85,79.35,80.65,418,66610,5316248.00,
505710,GRAUER& WEIL,B ,Q,60.45,62.65,57.05,62.30,62.30,60.35,1020,250169,15135783.00,
505712,GUJ.AUTO GE ,X ,Q,276.00,280.00,272.95,275.80,278.00,279.95,50,3527,970961.00,
505714,GABRIEL(I)  ,B ,Q,145.50,146.65,141.20,142.90,143.90,143.00,271,15584,2222414.00,
505720,HERC.HOISTS ,B ,Q,120.95,121.00,115.25,118.65,118.65,119.00,93,4160,488607.00,
505726,IFB IND.LTD.,B ,Q,1304.05,1342.25,1283.90,1332.95,1337.80,1302.50,243,2222,2921045.00,
505729,SINGER INDIA,X ,Q,51.55,53.00,50.60,51.30,51.30,51.35,359,67518,3471536.00,
505737,INTER.COMBUS,X ,Q,460.00,470.00,410.20,432.40,431.50,448.00,150,3551,1543051.00,
505744,FED MOG GOE ,B ,Q,469.00,475.00,454.05,466.15,467.00,468.00,145,3345,1547397.00,
505750,JOSTS ENG.  ,X ,Q,1150.00,1179.95,1059.00,1105.20,1124.95,1176.55,89,965,1081392.00,
505790,SCHAEFFLER  ,B ,Q,5201.00,5338.10,5170.00,5278.30,5338.10,5228.00,55,169,881933.00,
505800,RANE HOLDIN ,B ,Q,2723.90,2738.00,2635.25,2704.00,2704.00,2668.80,92,852,2297398.00,
505827,SNL BEARINGS,X ,Q,373.25,374.60,365.00,373.00,365.00,371.00,37,1356,503628.00,
505840,JAIPAN INDUS,XT,Q,40.10,42.00,39.90,41.90,41.90,41.95,24,3811,157303.00,
505850,MANCREDIT   ,SS,Q,3.65,3.70,3.33,3.51,3.54,3.70,133,601524,2147086.00,
505854,TRF LTD.    ,B ,Q,205.00,206.80,196.00,200.70,200.00,204.15,94,3117,625587.00,
505872,WPIL LTD.   ,X ,Q,541.00,549.00,532.00,544.40,544.40,541.40,207,20018,10774292.00,
505890,KENNAMETAL  ,B ,Q,735.00,740.00,727.40,733.70,732.50,726.50,169,3591,2636210.00,
505978,TRITON VALVE,X ,Q,1805.00,1910.00,1805.00,1840.00,1840.00,1861.00,41,385,708071.00,
506022,PRAKASH IND.,B ,Q,173.50,185.35,166.85,180.45,180.45,172.30,6849,834711,147149341.00,
506074,ARSHIYA     ,B ,Q,87.50,95.00,78.35,80.15,80.50,81.20,80,204372,16330616.00,
506076,GRIND NORTON,B ,Q,496.10,525.00,495.00,517.15,517.15,493.85,122,2431,1238511.00,
506079,LAKSHMI PREC,B ,Q,47.00,47.00,45.00,46.00,46.00,47.95,10,207,9326.00,
506105,STANROSE MAF,X ,Q,146.05,148.80,145.05,148.55,148.80,153.00,12,527,77018.00,
506109,GENESYS INT.,B ,Q,271.10,275.00,263.00,264.75,264.75,268.35,160,13447,3572853.00,
506128,PARNAXLAB   ,X ,Q,51.15,52.90,50.00,52.10,52.90,50.85,38,6849,348875.00,
506146,VISAGAR POL ,B ,Q,0.99,1.07,0.99,1.04,1.05,1.04,71,349451,351571.00,
506184,KANANI IND  ,B ,Q,9.50,9.50,9.30,9.30,9.30,8.95,6,87,815.00,
506186,GALAXY ENTER,XT,Q,19.50,21.00,19.50,21.00,21.00,20.00,7,1850,37735.00,
506194,ARIH SUPER  ,B ,Q,135.00,136.55,124.10,128.20,128.00,127.45,484,78510,10239211.00,
506197,BLISSGVS PH ,B ,Q,183.65,184.05,180.00,180.70,180.00,182.55,426,45010,8182430.00,
506222,INEOSSTYRO  ,B ,Q,905.00,905.00,873.10,897.00,897.00,904.30,60,41247,36672767.00,
506235,ALEMBIC LTD.,B ,Q,62.00,62.50,60.70,61.15,61.15,60.90,602,107802,6631021.00,
506248,AMINES&PLAST,X ,Q,71.75,71.75,65.20,66.35,67.75,67.75,106,14492,959672.00,
506260,ANUH PHARMA ,X ,Q,165.00,167.85,164.05,164.25,164.10,165.75,76,4216,698596.00,
506261,MODISON MET.,X ,Q,63.00,64.15,60.00,61.50,61.45,62.00,122,27277,1669817.00,
506285,BAYER CROP  ,A ,Q,3902.55,3983.45,3863.65,3934.45,3978.00,3897.30,137,504,1968047.00,
506390,CLARI CHEM  ,B ,Q,568.00,568.00,542.50,544.95,545.00,549.65,214,5450,2974494.00,
506395,COROM INTER ,A ,Q,542.30,542.30,520.00,521.95,521.95,536.65,805,9300,4884857.00,
506401,DEEPAK NITR.,B ,Q,243.45,247.70,229.00,236.55,236.55,241.15,1150,54561,12819561.00,
506405,DHARAMSI CHM,X ,Q,104.00,104.00,100.50,103.00,103.00,104.00,86,13600,1385663.00,
506414,DIL LTD     ,X ,Q,3321.45,3321.45,3265.05,3321.45,3321.45,3321.45,123,3904,12953937.00,
506480,GOCLCORP    ,B ,Q,526.90,530.95,515.95,530.95,530.95,531.95,33,1995,1049812.00,
506520,JAYSHRI CHEM,X ,Q,13.65,13.74,12.65,12.91,12.75,13.44,141,44325,571609.00,
506522,JL MORISON  ,X ,Q,1332.10,1437.95,1324.00,1419.85,1425.00,1379.00,30,1034,1374588.00,
506525,KANORIA CHEM,B ,Q,74.15,74.50,70.30,71.35,71.35,73.95,122,15091,1087105.00,
506528,KELTECH EN. ,X ,Q,1300.00,1300.00,1190.00,1251.25,1270.00,1242.85,70,1067,1313925.00,
506532,NITTA GELA  ,X ,Q,213.15,213.95,204.25,206.10,206.10,213.35,113,8779,1821984.00,
506579,ORIENT.CARB.,B ,Q,1113.10,1114.90,1075.00,1089.25,1080.55,1113.10,105,1198,1316554.00,
506590,PHIL.CARBON ,B ,Q,1070.00,1084.95,1020.00,1031.85,1031.85,1056.90,1837,43232,44979304.00,
506597,AMAL PRODUCT,X ,Q,147.00,147.00,137.00,139.35,139.35,146.95,128,9866,1390773.00,
506605,POLYCHEM    ,X ,Q,363.05,414.85,363.05,373.10,373.10,384.90,19,164,61415.00,
506618,PUN.CHEM    ,B ,Q,386.60,412.00,375.00,398.45,398.45,384.80,236,10836,4348053.00,
506642,SADHANA NITR,XT,Q,218.75,218.75,218.75,218.75,218.75,218.75,10,824,180250.00,
506655,SUDARSH.CHEM,B ,Q,432.50,432.50,420.10,421.50,421.35,428.40,123,3478,1475567.00,
506685,ULTRAMARINE ,X ,Q,316.00,328.50,301.25,306.45,305.05,319.45,295,15869,4870322.00,
506687,TRANSPEK    ,X ,Q,1250.00,1250.00,1230.00,1247.05,1236.00,1239.40,110,3893,4813745.00,
506690,UNICHEM LAB ,B ,Q,335.00,335.00,327.20,329.45,329.45,334.25,434,18926,6248098.00,
506720,ZANDUREALTY ,B ,Q,1844.00,1855.00,1775.00,1784.95,1790.00,1844.25,111,527,956013.00,
506734,MYS PETRO   ,X ,Q,124.20,127.50,122.20,123.55,123.55,126.90,16,373,46221.00,
506767,ALKYL AMINES,B ,Q,614.50,614.80,597.50,604.00,597.50,603.45,22,803,484682.00,
506808,TUTICORIN.  ,XT,Q,12.00,12.00,11.58,11.58,11.58,11.83,9,1336,15755.00,
506820,ASTRAZEN.PH.,B ,Q,965.00,991.65,944.00,982.15,973.40,964.25,154,1959,1882006.00,
506852,PUN.ALKALI  ,X ,Q,32.00,32.00,29.30,29.50,29.50,30.70,517,539999,16254759.00,
506854,TANFAC IND. ,X ,Q,115.00,123.20,111.50,120.60,120.60,117.35,152,23395,2745116.00,
506858,GUJ.PETRO   ,XT,Q,25.00,25.00,23.80,24.00,24.00,25.00,3,60,1463.00,
506863,SWADESHI IND,X ,Q,1.30,1.30,1.30,1.30,1.30,1.30,12,14518,18873.00,
506879,GUJ.THEMIS. ,X ,Q,45.80,45.80,43.20,44.90,44.90,44.30,44,5174,227481.00,
506910,JAYSN DYEST ,X ,Q,68.05,71.95,68.00,70.00,70.95,73.00,29,1820,124780.00,
506919,MAKERS LAB. ,X ,Q,77.85,77.85,66.30,72.20,71.00,74.05,70,5837,412445.00,
506943,J.B.CHEMICAL,B ,Q,303.25,308.65,301.95,306.70,306.00,307.45,254,13868,4215678.00,
506981,BL.CHIP TEX ,X ,Q,250.10,258.00,242.00,242.00,242.00,254.70,78,3929,953225.00,
507155,JAGATJIT IND,XT,Q,93.80,98.10,93.80,96.00,96.00,93.45,23,3602,350651.00,
507180,KESAR ENT.  ,B ,Q,51.00,54.85,49.00,51.85,51.85,51.85,47,1305,66177.00,
507205,TILAKNAG IND,B ,Q,16.05,16.10,15.80,16.00,16.00,15.90,69,31296,500333.00,
507315,SAKTHI SUGAR,B ,Q,17.40,17.65,16.40,17.15,17.20,17.60,123,17863,301504.00,
507410,WALCHANDNGR ,B ,Q,161.15,165.20,154.60,160.75,160.75,162.25,1081,60016,9549850.00,
