SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511577,SAVANI FIN. ,XT,Q,8.60,8.60,8.60,8.60,8.60,8.60,1,108,928.00,
511589,AVONMORE    ,X ,Q,32.30,33.45,30.15,31.25,31.05,31.70,189,34966,1086790.00,
511593,LIBORD FIN  ,X ,Q,14.60,14.60,14.60,14.60,14.60,14.60,1,200,2920.00,
511601,YASH MANAGE.,ST,Q,9.34,9.34,9.34,9.34,9.34,9.34,2,150,1401.00,
511605,ARIHANT CAP.,X ,Q,118.00,120.00,111.10,115.20,115.20,116.20,145,12500,1440883.00,
511609,ISL CONSULT ,X ,Q,19.85,20.60,19.05,20.00,20.00,20.00,23,35255,690852.00,
511611,DCM FINANCIA,B ,Q,2.30,2.30,2.30,2.30,2.30,2.41,1,25,57.00,
511626,R R FINANCE.,X ,Q,15.60,15.60,15.60,15.60,15.60,16.27,3,200,3120.00,
511628,IMCAP       ,X ,Q,50.30,53.00,46.50,51.55,51.00,50.20,49,41471,2133959.00,
511630,SAMBHAAV MED,B ,Q,9.66,9.77,9.31,9.36,9.49,9.73,29,19110,183061.00,
511654,SUGAL DAM   ,X ,Q,14.85,15.10,14.85,15.10,15.10,15.60,3,747,11204.00,
511658,NETTLINX LTD,X ,Q,77.00,77.00,60.00,73.30,74.80,74.15,420,178763,12811781.00,
511672,SCANSTL     ,X ,Q,21.75,22.50,20.45,20.45,20.45,21.50,41,15807,349638.00,
511676,GIC HOUSING ,A ,Q,376.65,384.40,367.45,370.40,370.95,376.65,480,12738,4734575.00,
511688,MATHEW EASOW,X ,Q,20.15,20.15,20.15,20.15,20.15,19.70,1,50,1007.00,
511696,CHARTERED CA,X ,Q,59.20,59.20,59.20,59.20,59.20,62.25,2,100,5920.00,
511702,PARSHARTI IN,X ,Q,7.02,7.02,7.02,7.02,7.02,6.70,2,99,694.00,
511712,RELIC TECHNO,X ,Q,13.04,13.04,13.04,13.04,13.04,13.55,2,897,11696.00,
511724,BAID LEASING,X ,Q,164.00,167.95,160.00,167.00,166.00,163.00,261,38734,6368958.00,
511726,VIPUL LTD   ,B ,Q,68.00,68.00,63.85,64.40,64.40,65.40,17,2575,168156.00,
511730,TRC FINAN.SE,XT,Q,16.85,16.85,16.85,16.85,16.85,16.85,1,1697,28594.00,
511738,MEHTA SECUR.,XT,Q,10.50,10.50,10.50,10.50,10.50,11.00,1,1000,10500.00,
511754,SHALIB.FINAN,X ,Q,120.10,120.10,115.00,117.15,120.00,121.55,60,5405,636604.00,
511766,MUTHOOT CAP ,B ,Q,743.20,756.00,732.00,736.30,752.50,738.95,72,1668,1244200.00,
511768,MASTER TRUST,XT,Q,91.80,91.80,91.80,91.80,91.80,92.90,1,50,4590.00,
512018,CNI RES LTD ,X ,Q,3.00,3.14,2.95,3.13,3.13,3.10,5,1321,3979.00,
512068,DECCANGOLD  ,X ,Q,34.10,36.00,32.70,34.85,34.85,34.40,674,315717,10874623.00,
512070,UPL         ,A ,Q,705.00,714.65,690.00,711.90,710.00,703.00,999,39715,28099393.00,
512093,CRANES SOFTW,T ,Q,3.34,3.56,3.31,3.49,3.48,3.48,44,25376,85579.00,
512131,SIGNET IND  ,B ,Q,7.21,7.54,6.94,7.39,7.32,7.29,154,556713,4026515.00,
512135,ENSA STEEL  ,Z ,Q,2.88,2.88,2.88,2.88,2.88,2.88,2,500,1440.00,
512149,ADVANCE TECH,X ,Q,1.10,1.14,1.10,1.12,1.14,1.12,51,179566,200872.00,
512161,8KMILES     ,B ,Q,690.00,697.95,651.20,689.80,689.80,679.65,1205,26493,17948958.00,
512175,VAMA INDS   ,X ,Q,22.15,23.25,21.75,21.85,22.35,22.85,136,84303,1880370.00,
512179,SUNTECK REAL,A ,Q,406.85,408.40,401.05,404.90,405.50,401.65,672,53510,21629484.00,
512197,SILVEROAK   ,XT,Q,5.24,5.24,5.24,5.24,5.24,5.24,2,1019,5339.00,
512217,PRISM MEDI  ,X ,Q,27.95,28.00,27.95,27.95,27.95,29.40,13,2650,74135.00,
512237,JAI CORP LTD,A ,Q,136.60,138.65,128.85,133.40,133.40,135.30,3040,385388,51375742.00,
512247,ASHIRWAD CAP,X ,Q,2.95,3.01,2.71,2.90,2.90,2.97,112,90827,265632.00,
512257,SVARTCORP   ,X ,Q,5.03,5.39,5.03,5.35,5.26,5.17,125,168995,882007.00,
512289,SHIRPUR GOLD,B ,Q,140.00,140.00,132.25,135.95,134.10,133.25,32,13876,1885171.00,
512296,BHAGYA INL  ,B ,Q,52.50,54.70,46.75,48.90,48.80,50.80,1722,107471,5395462.00,
512297,SHANTAI     ,X ,Q,110.00,117.00,110.00,114.65,117.00,110.00,26,307,34477.00,
512299,STERL.BIOTEC,Z ,Q,3.00,3.00,2.85,2.89,2.88,3.00,47,62858,185023.00,
512301,CHAMBAL BREW,X ,Q,4.81,5.10,4.71,5.10,5.10,4.81,8,900,4246.00,
512393,SHARDUL SECU,X ,Q,47.40,47.40,45.90,45.90,45.90,45.95,11,2002,91894.00,
512417,TRITRADE    ,Z ,Q,0.49,0.49,0.49,0.49,0.49,0.49,3,697,341.00,
512425,NIRAV COMMER,X ,Q,299.90,314.00,299.90,299.90,299.90,315.65,6,47,14251.00,
512453,SHRI JAGDAMB,XT,Q,208.50,208.50,200.20,200.30,200.30,207.05,11,294,59731.00,
512455,LLOYDS MET E,X ,Q,15.40,16.10,15.05,16.00,16.05,15.50,103,17988,281183.00,
512463,SHREE GLOBAL,SS,Q,1.63,1.63,1.63,1.63,1.63,1.56,8,11632,18960.00,
512477,BETEX INDIA ,X ,Q,61.50,61.50,61.50,61.50,61.50,58.90,1,2,123.00,
512489,OASIS SECUR.,X ,Q,45.25,45.25,40.95,41.55,45.00,43.10,6,22,938.00,
512493,GARNET INTL ,X ,Q,295.00,323.00,294.05,298.65,294.20,309.50,159,18448,5597665.00,
512519,DONEAR IND. ,B ,Q,56.70,57.05,53.25,55.00,55.85,55.65,51,10445,568262.00,
512527,SUPER SAL IN,X ,Q,631.00,644.95,630.00,644.90,644.90,641.60,22,609,387671.00,
512529,SEQUENT     ,B ,Q,83.00,84.15,81.20,82.50,82.45,81.90,145,14042,1158875.00,
512531,STC INDIA   ,B ,Q,143.30,147.00,138.00,142.70,142.70,144.80,268,12692,1802368.00,
512553,ZENITH EXP. ,B ,Q,40.65,47.00,40.60,47.00,47.00,44.70,9,580,24193.00,
512559,KOHINORFOODS,B ,Q,63.35,64.15,62.00,63.20,63.35,63.05,146,11993,756737.00,
512573,AVANTI FEEDS,A ,Q,2372.90,2404.40,2310.00,2329.55,2329.55,2369.30,1505,11764,27533867.00,
512587,ZODIAC JRD  ,B ,Q,45.70,46.00,42.20,42.20,42.20,42.05,7,150,6410.00,
512589,SITA ENTER. ,X ,Q,17.85,17.85,16.15,16.15,16.15,17.00,3,600,10200.00,
512597,KEYNOTE CORP,B ,Q,55.05,59.50,55.00,55.00,55.00,59.55,6,137,7581.00,
512599,ADANI ENTER ,A ,Q,173.75,177.30,160.35,168.90,168.90,172.40,9992,1800515,303204783.00,
512604,HARIA EXPORT,XT,Q,3.95,3.95,3.95,3.95,3.95,3.95,1,500,1975.00,
512608,BHANDARI HOS,B ,Q,3.05,3.05,2.88,2.88,2.88,3.03,69,42084,123155.00,
512618,RLF LIMITED.,XT,Q,3.50,3.50,3.45,3.45,3.45,3.50,7,1350,4660.00,
512624,REGENTRP    ,X ,Q,4.70,4.70,4.70,4.70,4.70,4.94,2,1000,4700.00,
512626,ORBIT EXPORT,B ,Q,160.00,161.20,160.00,160.00,160.00,160.00,22,3387,541972.00,
512634,SAVERA IND  ,X ,Q,69.75,73.70,69.75,73.65,73.65,71.45,3,3,217.00,
513005,VBC FERRO   ,XT,Q,40.00,40.00,37.35,37.35,37.35,39.00,3,260,9976.00,
513010,TATA SPONGE ,A ,Q,1020.00,1028.90,1001.20,1013.05,1013.05,1005.45,612,8159,8257089.00,
513023,NAV BHAR VEN,A ,Q,149.00,149.00,139.55,144.45,145.00,146.25,404,31659,4554761.00,
513043,REMI EDEL   ,X ,Q,38.00,40.05,34.55,38.70,38.70,37.40,36,1977,70616.00,
513059,G.S.AUTO INT,X ,Q,12.80,13.00,12.68,12.72,12.72,13.34,16,3362,42919.00,
513063,TRANSFREIGHT,XT,Q,22.25,22.25,22.25,22.25,22.25,22.25,7,9990,222277.00,
513097,SHIV.BIMETAL,X ,Q,130.55,137.85,127.90,132.65,132.65,134.50,263,28327,3748053.00,
513108,GANDHI SP.TU,B ,Q,403.50,404.90,400.00,402.00,402.00,403.00,40,2590,1037657.00,
513119,ABC GAS INT ,XT,Q,23.70,23.70,23.70,23.70,23.70,24.90,2,7,165.00,
513121,ORICON ENT  ,B ,Q,56.25,57.65,55.50,56.35,56.35,56.65,415,61862,3482897.00,
513142,BALASORE    ,X ,Q,63.10,64.40,59.70,61.60,61.60,62.70,1014,411199,25088150.00,
513149,ACROW INDIA ,XT,Q,123.90,124.00,123.90,124.00,124.00,118.30,2,200,24790.00,
513179,NAT STL AGRO,B ,Q,34.90,34.90,30.75,32.00,32.00,33.40,195,46065,1463022.00,
513216,UTTAM GALVA ,T ,Q,14.95,15.15,14.45,14.50,14.45,15.20,321,284120,4124020.00,
513228,PENNAR STEEL,B ,Q,54.90,55.40,52.70,54.00,54.00,54.60,460,70561,3772961.00,
513250,JYOTI STRUCT,B ,Q,9.50,9.60,9.23,9.34,9.30,9.45,99,76073,715795.00,
513252,JAY USHIN   ,XT,Q,572.00,580.00,550.00,562.00,562.00,577.20,33,500,282316.00,
513262,ST.STR.WHEEL,B ,Q,1016.60,1028.00,1000.00,1021.05,1019.75,1015.75,125,790,800251.00,
513269,MAN IND.(I) ,B ,Q,117.00,121.65,117.00,120.40,120.40,115.30,848,91676,10937132.00,
513295,RUCHI STR AL,X ,Q,1.50,1.50,1.43,1.50,1.50,1.50,8,10545,15220.00,
513335,METALFORGE  ,B ,Q,29.05,29.05,29.05,29.05,29.05,27.70,40,14979,435139.00,
513349,AJMERA      ,B ,Q,238.00,243.65,234.45,237.30,236.50,237.90,467,17148,4076847.00,
513353,COCHIN MIN. ,X ,Q,124.10,127.65,120.00,125.65,124.10,125.00,32,6340,777138.00,
513361,ISW LTD     ,X ,Q,2.90,2.90,2.72,2.74,2.78,2.86,272,376764,1035409.00,
513369,RAJKUMAR FRG,XT,Q,39.10,41.00,39.10,39.10,39.10,39.10,8,22712,908240.00,
513375,CARBORUNDUM ,A ,Q,349.00,351.30,340.40,350.00,350.00,344.80,508,23627,8237433.00,
513377,MINERAL&METL,A ,Q,47.00,47.15,45.60,46.05,46.05,46.60,905,212655,9848693.00,
513397,VALLABH STEL,X ,Q,32.95,34.65,32.95,34.65,34.65,33.40,3,550,18185.00,
513401,ASHIANA ISP.,X ,Q,30.80,33.70,30.80,33.70,33.70,32.40,8,711,22007.00,
513403,PM TELELINN ,X ,Q,2.10,2.23,2.03,2.23,2.23,2.13,8,2025,4161.00,
513414,SMPL        ,B ,Q,1.30,1.35,1.29,1.35,1.35,1.35,20,23035,29923.00,
513434,TATA METALIK,B ,Q,760.55,761.95,703.65,734.90,728.70,752.55,1147,29651,21527799.00,
513436,SHAH ALLOYS ,B ,Q,37.45,37.45,37.45,37.45,37.45,35.70,18,9627,360531.00,
513446,MONNETISPA  ,B ,Q,24.55,25.40,22.70,23.60,23.60,23.15,1252,320717,7538718.00,
513472,SIMPLEX CAST,X ,Q,138.60,142.00,138.05,142.00,142.00,142.25,4,92,12880.00,
513488,SH.STEEL WIR,XT,Q,16.80,16.80,16.80,16.80,16.80,17.65,2,350,5880.00,
513498,SOUTH.MAGNES,P ,Q,24.00,24.00,24.00,24.00,24.00,23.75,1,100,2400.00,
513502,BARODA EXTR.,XT,Q,0.29,0.29,0.29,0.29,0.29,0.30,1,1724,499.00,
513509,KALYANI FORG,T ,Q,304.00,304.00,303.45,303.50,303.50,313.95,3,11,3340.00,
513511,PANCH.STEEL ,X ,Q,43.00,46.50,43.00,46.50,46.50,44.75,38,35265,1574246.00,
513513,ADITYA ISPAT,X ,Q,5.81,5.85,5.81,5.85,5.85,5.81,5,15000,87558.00,
513515,S.R.INDUS.  ,XT,Q,30.90,31.20,29.60,31.05,30.20,29.75,63,40054,1241007.00,
513517,STEELCAST   ,X ,Q,171.10,175.00,168.10,174.50,174.50,173.55,18,1454,250379.00,
513519,PITTI LAMIN.,B ,Q,88.40,89.00,85.00,88.10,87.10,87.65,138,12029,1050158.00,
513532,PRADEEP MET.,X ,Q,100.60,104.35,100.00,102.85,104.35,102.25,22,2551,258236.00,
513534,VARDHMAN IND,X ,Q,11.20,11.49,11.20,11.25,11.25,11.50,14,6550,74160.00,
513554,MAHA STEEL  ,B ,Q,75.00,76.80,70.25,72.55,72.55,73.15,23,855,62396.00,
513558,REAL STRIPS ,XT,Q,14.13,14.13,14.13,14.13,14.13,14.41,3,300,4239.00,
513566,NOVA IRON&ST,XT,Q,10.96,10.96,9.92,9.92,9.92,10.44,11,4431,48366.00,
513597,SURANA INDS ,B ,Q,2.85,2.85,2.65,2.71,2.71,2.88,5,13842,39445.00,
513599,HIND.COPPER ,A ,Q,66.10,66.40,63.00,64.75,64.55,65.30,1472,343155,22125817.00,
513605,SRIPIPES    ,B ,Q,324.00,325.00,306.00,323.95,322.00,316.70,452,58806,18644888.00,
513642,AXEL POLYMER,XT,Q,23.00,23.45,21.25,22.50,22.50,22.35,13,2743,60424.00,
513683,NLCINDIA    ,A ,Q,97.05,98.15,96.50,97.30,97.30,96.95,287,37671,3661121.00,
513687,SPECTRA IND.,X ,Q,22.60,23.50,22.00,23.50,23.50,22.60,17,2136,48300.00,
513691,JMT AUTO LTD,B ,Q,4.73,4.73,4.71,4.73,4.73,4.51,63,93814,443720.00,
513693,KIC METALIKS,X ,Q,168.20,168.30,168.20,168.20,168.20,171.50,4,55,9251.00,
513699,SOLID STONE ,X ,Q,75.00,75.90,70.15,70.15,70.15,73.75,6,5016,376179.00,
513703,KUMAR WIRE  ,XT,Q,45.80,47.00,45.80,47.00,47.00,47.00,3,321,14761.00,
513709,SHILP GRAVUR,X ,Q,128.00,131.95,121.00,131.30,131.30,125.90,190,15200,1949507.00,
513713,WHITEORG    ,X ,Q,106.50,108.55,98.70,108.50,108.50,103.40,162,23273,2426770.00,
513729,ARO GRANITE ,B ,Q,60.05,60.10,56.55,59.15,59.50,59.50,96,7405,433649.00,
514010,HIM.FIBRES  ,X ,Q,5.02,6.00,5.02,5.48,5.30,5.68,43,15231,80625.00,
514030,DEEPAK SPINN,X ,Q,84.50,87.90,80.00,87.00,87.00,87.85,83,8371,702821.00,
514034,JBF IND.LTD ,B ,Q,145.00,145.00,134.40,140.95,141.25,142.10,298,17173,2372905.00,
514036,LOY.TEX MILL,X ,Q,604.05,604.05,595.00,597.30,600.00,604.95,15,189,113652.00,
514043,HIMAT.SEIDE ,B ,Q,332.05,336.70,323.45,328.40,329.50,334.55,291,9294,3062937.00,
514045,BSL LTD.    ,B ,Q,65.20,65.20,61.95,61.95,61.95,65.20,35,3548,221709.00,
514087,PBM POLYTEX ,X ,Q,90.60,91.00,84.20,88.00,88.00,87.00,26,3694,322037.00,
514113,ADHINATH TEX,XT,Q,5.70,5.70,5.70,5.70,5.70,6.00,3,600,3420.00,
514138,SURYALATA SP,X ,Q,135.30,139.90,132.10,138.85,139.90,135.15,16,455,61590.00,
514140,SURYAVA SPIN,X ,Q,5.79,6.35,5.79,6.35,6.35,6.09,10,162,1014.00,
514142,TT LTD.     ,B ,Q,90.00,91.65,87.00,87.80,87.80,87.75,65,4042,359349.00,
514162,WELSPUN (I) ,A ,Q,61.60,62.20,60.10,60.65,60.65,60.70,628,215787,13115317.00,
514165,IND.ACRYLICS,X ,Q,15.00,15.35,14.40,15.20,15.20,15.05,202,165961,2467438.00,
514167,GANESH ECOSP,B ,Q,322.25,324.00,315.00,316.60,315.60,321.15,72,2811,893620.00,
514171,CEETA IND.  ,XT,Q,7.54,7.54,7.53,7.53,7.53,7.92,3,3663,27610.00,
514175,VARDHMAN POL,B ,Q,21.10,25.40,21.00,24.05,24.05,21.20,260,35009,818205.00,
514183,BLA ROS IND ,XT,Q,45.50,47.00,45.00,45.55,45.60,46.60,30,20505,935196.00,
514197,ST CORP     ,XT,Q,28.85,28.85,28.85,28.85,28.85,28.85,1,20,577.00,
514211,SUMEET INDUS,B ,Q,24.25,24.40,23.60,24.05,24.15,24.10,186,49926,1199092.00,
514215,BINNY LTD.  ,X ,Q,214.50,214.95,209.05,213.20,213.95,204.75,35,3231,688116.00,
514221,KLIFESTYLE  ,ST,Q,0.19,0.19,0.19,0.19,0.19,0.20,3,11000,2090.00,
514223,RAMGOPAL POL,T ,Q,12.40,12.40,12.40,12.40,12.40,11.81,4,550,6820.00,
514234,SANGAM INDIA,B ,Q,142.00,142.00,136.00,138.60,137.75,138.45,28,774,106771.00,
514240,KUSHIND     ,XT,Q,0.81,0.81,0.81,0.81,0.81,0.78,2,400,324.00,
514248,SREECHEM RES,P ,Q,8.00,8.37,8.00,8.37,8.37,7.98,4,7400,60828.00,
514266,ZENITH FIBRE,XT,Q,106.00,106.00,105.00,105.00,105.00,105.00,18,5666,595000.00,
514272,BHILWARA SP.,X ,Q,10.00,10.44,9.40,9.40,9.40,10.44,6,3032,28520.00,
514274,AARVEE DENIM,B ,Q,44.75,46.90,42.55,44.10,44.00,45.00,66,8329,369588.00,
514286,ASHIMA LTD. ,B ,Q,26.95,27.65,25.70,27.05,26.90,26.45,449,84705,2241826.00,
514300,PIONEER EMB ,B ,Q,33.95,33.95,32.50,32.55,32.50,33.65,27,4584,150536.00,
514302,VIPPY SPIN. ,X ,Q,48.75,48.75,46.75,47.60,47.60,48.75,14,9619,456503.00,
514316,RAGHUVIR SYN,XT,Q,160.00,160.00,150.00,155.00,155.00,155.20,16,1275,196650.00,
514322,KAMADGIRI   ,X ,Q,130.00,139.95,130.00,139.95,139.95,136.25,21,804,108953.00,
514326,PATSPIN INDI,B ,Q,19.25,20.40,19.20,19.25,19.20,20.20,23,3556,68471.00,
514330,OVERSEAS SYN,XT,Q,9.10,9.10,9.10,9.10,9.10,8.99,2,7460,67886.00,
514354,PREMIER POLY,B ,Q,42.00,45.80,41.00,44.00,44.00,43.00,10,618,26558.00,
514394,AJIL        ,X ,Q,72.90,72.90,64.00,70.00,70.00,69.90,24,987,68617.00,
514412,SARUPINDUS  ,X ,Q,61.45,64.45,61.45,64.45,64.45,65.95,2,8,503.00,
514418,MANORG      ,X ,Q,199.00,201.00,188.00,195.30,200.00,198.55,161,13960,2700945.00,
514428,HINDU.ADHESI,X ,Q,111.00,117.00,105.85,113.40,113.40,111.90,28,2041,226977.00,
514442,SRI KPR IND ,XT,Q,25.70,25.70,25.70,25.70,25.70,24.50,2,200,5140.00,
514450,MAHA.RUBTECH,X ,Q,49.50,51.90,49.50,51.80,51.90,49.60,13,4557,225826.00,
514460,OSWAL YARNS ,XT,Q,8.30,8.30,8.30,8.30,8.30,8.30,1,60,498.00,
514470,WIMSOME TEXT,B ,Q,41.50,42.00,38.15,41.80,42.00,41.75,63,9527,386148.00,
514474,FAIRDEAL FIL,X ,Q,72.20,74.85,68.60,72.10,72.10,72.20,82,7872,547773.00,
515018,REG.CERAMIC ,T ,Q,5.65,5.65,5.16,5.65,5.65,5.42,6,779,4022.00,
515030,ASAHI IN.GLA,B ,Q,336.00,352.95,333.00,343.75,343.75,334.65,699,26814,9171702.00,
515037,MURD.CERAM  ,B ,Q,38.50,38.50,36.00,36.90,36.55,38.20,146,16567,612508.00,
515043,SAINT-GOBAIN,X ,Q,58.75,58.75,56.10,57.05,57.05,57.85,364,62245,3546159.00,
515055,ANANTRAJ    ,B ,Q,50.60,51.30,49.10,50.80,50.80,50.85,1330,235083,11848314.00,
515059,MADHUS.IND. ,X ,Q,20.00,20.00,20.00,20.00,20.00,20.45,8,5270,105400.00,
515081,SRIVAJRA GRA,P ,Q,2.47,2.47,2.47,2.47,2.47,2.57,3,3200,7904.00,
515085,RESTILE CER.,X ,Q,7.10,7.20,6.57,6.57,6.65,6.97,13,900,6407.00,
515093,MADHAV MARB.,B ,Q,57.50,58.65,57.00,58.50,58.50,58.90,33,3080,177750.00,
515127,RAMASIGNS   ,X ,Q,19.50,20.70,19.50,19.80,20.70,19.15,2,400,7920.00,
515145,HIND.NAT.GLS,B ,Q,113.05,114.80,107.15,113.00,113.00,115.00,30,925,103384.00,
515147,HALDYN GLASS,X ,Q,40.00,40.10,38.40,39.90,39.90,38.90,110,19917,780089.00,
516003,SARDA PLY.  ,ST,Q,142.50,142.50,142.50,142.50,142.50,145.85,2,200,28500.00,
516007,MANGALAM TIM,B ,Q,29.35,29.40,27.55,27.95,27.95,29.00,110,15310,430742.00,
516016,SHREYANS IND,B ,Q,148.20,148.20,142.00,143.95,145.00,146.75,86,6748,977884.00,
516022,STAR PAPER  ,B ,Q,204.00,206.70,193.55,202.00,202.10,199.00,221,8983,1793212.00,
516030,YASH PAPERS ,X ,Q,69.85,69.85,64.80,66.05,66.20,68.25,556,98709,6553920.00,
516064,ARROWGREEN  ,B ,Q,351.45,351.70,331.20,338.00,337.50,349.95,180,6057,2064026.00,
516072,VISHNU CHEM ,B ,Q,298.00,300.00,284.50,287.65,290.10,295.60,60,2700,790414.00,
516078,JUMBO BAG   ,Z ,Q,13.90,14.85,13.70,14.85,14.85,14.40,19,3588,49416.00,
516082,N.R.AGARWAL ,B ,Q,402.00,402.00,381.15,392.35,389.00,398.50,103,4709,1843378.00,
516086,SH.RAJES.PAP,XT,Q,15.00,15.00,15.00,15.00,15.00,14.33,1,20,300.00,
516092,PUDMJEE IND ,B ,Q,15.25,15.25,13.70,13.85,13.70,14.35,17,1220,17423.00,
516096,SANGAL PAPER,XT,Q,121.70,125.00,121.60,125.00,125.00,128.00,4,159,19437.00,
516106,SH.KARTHIK P,X ,Q,16.95,16.95,15.60,15.60,15.60,16.35,23,1628,26154.00,
516108,S.I.PAPER   ,XT,Q,115.00,120.65,115.00,120.40,120.65,114.95,56,20473,2392158.00,
516110,SCANDENT    ,XT,Q,21.30,21.50,21.30,21.50,21.50,20.70,6,921,19801.00,
517015,VINDHYA TELE,B ,Q,995.00,1026.75,977.05,1020.45,1020.45,995.15,202,52325,52409214.00,
517035,RUTTONSHA IN,X ,Q,49.40,51.75,49.30,49.45,49.30,51.80,11,1090,53882.00,
517041,ADORWELDING ,B ,Q,395.20,395.20,383.50,387.90,387.90,399.35,68,1729,670229.00,
517059,SALZER ELEC ,B ,Q,199.95,202.85,198.35,201.85,201.50,198.30,127,7960,1602411.00,
517063,JETINFOTRAN ,X ,Q,66.00,66.00,64.00,66.00,66.00,65.05,11,1046,68556.00,
517080,HIGHGROUND  ,B ,Q,10.31,10.73,10.04,10.35,10.35,10.56,221,137159,1405462.00,
517096,APLAB LTD.  ,XT,Q,21.30,21.30,21.30,21.30,21.30,22.40,1,106,2257.00,
517119,PCS TECH    ,X ,Q,22.65,22.65,22.10,22.40,22.40,23.00,22,4362,97390.00,
517140,MOSER BEAR  ,T ,Q,4.00,4.04,3.86,3.93,3.90,3.92,140,113888,450140.00,
517146,USHA MART.LT,B ,Q,20.00,21.10,19.70,20.85,20.85,20.15,531,110831,2279211.00,
517164,ZENITH COMP.,XT,Q,1.92,1.99,1.92,1.95,1.95,1.92,3,2236,4295.00,
517166,SPEL SEMICON,X ,Q,11.74,11.95,11.60,11.67,11.67,12.21,41,12012,140380.00,
517168,SUBROS LTD. ,B ,Q,315.00,321.50,304.85,314.45,310.50,318.35,333,7794,2437977.00,
517174,HONEYWELL   ,B ,Q,16250.05,16250.05,15990.05,16020.20,15996.00,16297.60,64,138,2217560.00,
517206,LUMAX IND   ,B ,Q,2259.55,2270.20,2205.00,2220.55,2223.00,2240.75,45,170,378167.00,
517214,SPICEMOBI   ,B ,Q,16.45,17.45,16.45,17.45,17.35,17.80,11,1776,30336.00,
517224,SUJANA INDUS,T ,Q,0.85,0.85,0.85,0.85,0.85,0.89,8,12251,10413.00,
517230,PREM.AU.ELEC,T ,Q,7.99,8.00,7.75,7.87,7.75,8.13,5,1000,7873.00,
517236,CALCOM VISIO,X ,Q,13.68,13.68,13.68,13.68,13.68,13.68,2,700,9576.00,
517238,DYNAVISION  ,XT,Q,70.25,70.30,70.25,70.25,70.25,73.90,7,460,32320.00,
517258,PRECISION EL,XT,Q,36.50,37.20,35.55,35.55,35.55,37.10,8,2600,95455.00,
517271,HBL P SYS   ,B ,Q,52.00,52.95,49.20,51.15,51.10,51.70,581,77428,3949542.00,
517288,GUJARATPOLY ,XT,Q,13.00,13.95,12.70,13.90,13.90,13.35,11,1834,24061.00,
517300,GUJ.IND.POW.,B ,Q,104.40,104.40,100.20,102.10,102.70,102.75,275,33222,3385383.00,
517330,CMI LTD.    ,B ,Q,238.05,242.90,226.00,237.35,237.35,236.20,116,3672,864510.00,
517334,MOTHERSON SS,A ,Q,312.50,317.60,308.60,315.75,315.75,309.00,1723,170539,53513372.00,
517344,MINDTECK (I),B ,Q,65.90,65.90,60.05,61.05,61.05,62.75,126,4037,247352.00,
517354,HAVELLSINDIA,A ,Q,503.40,507.00,490.10,503.00,503.45,500.70,886,43891,21964356.00,
517356,ACI INFOCOM ,ST,Q,4.16,4.16,3.96,3.96,3.96,4.16,121,551105,2182473.00,
517370,INCAP LTD.  ,XT,Q,89.00,89.45,80.95,81.30,86.00,85.20,36,1867,151747.00,
517372,GUJ.INTRUX  ,X ,Q,105.00,105.00,99.75,103.75,103.75,105.00,26,783,79703.00,
517380,IGARSHI MOT ,B ,Q,798.00,816.60,795.05,801.85,804.90,805.60,64,726,586324.00,
517385,SYMPHONY    ,A ,Q,1821.10,1838.00,1795.10,1802.25,1795.10,1812.85,268,2677,4857887.00,
517415,LEE&NEE SOFT,ST,Q,3.68,3.68,3.68,3.68,3.68,3.75,3,3250,11960.00,
517417,PATEL AIRTEM,X ,Q,177.25,177.25,170.40,173.45,173.45,176.95,132,8300,1438315.00,
517421,BFLYGANDHI  ,B ,Q,461.00,501.25,461.00,480.85,480.85,477.40,401,17515,8475093.00,
517437,DUTRON POLY.,XT,Q,130.00,130.00,130.00,130.00,130.00,125.50,1,2,260.00,
517447,R.S.SOFTWARE,B ,Q,58.80,59.65,58.50,58.95,58.95,58.70,98,80292,4714890.00,
517449,MAGNA ELECTR,X ,Q,167.00,173.90,162.20,165.30,165.50,172.50,69,4259,709379.00,
517467,MARSONS     ,X ,Q,4.47,4.50,4.25,4.32,4.32,4.47,89,94547,405828.00,
517477,ELNET TECH. ,X ,Q,150.30,154.90,144.50,150.75,151.00,149.70,39,1787,266229.00,
517481,APTL        ,XT,Q,4.73,4.73,4.72,4.73,4.73,4.96,27,8110,38339.00,
517498,WEBELSOLAR  ,B ,Q,84.00,86.95,82.70,84.25,84.25,83.00,620,61680,5200005.00,
517500,ROTO PUMPS  ,X ,Q,94.45,97.00,88.20,95.15,95.00,91.20,273,27169,2532584.00,
517506,TTK PRESTIGE,A ,Q,6805.30,6805.35,6602.00,6705.20,6651.15,6740.00,126,1431,9608504.00,
517514,DHINDIA     ,X ,Q,24.10,24.10,22.50,22.65,23.00,23.60,27,2713,62362.00,
517518,LEEL        ,B ,Q,249.65,249.65,241.00,247.60,247.60,246.55,333,16830,4158215.00,
517522,RAJ GLO WIR ,X ,Q,560.20,569.75,547.00,548.15,547.50,557.40,86,3643,2005514.00,
517530,SURANATP    ,B ,Q,5.00,5.00,4.85,5.00,5.00,5.09,23,18387,91591.00,
